timestamp,symbol,company,open,high,low,close,volume,dividends,stock_splits
1027881000000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.01,955236,0.0,0.0
1027881000000000000,ACC,ACC Limited,92.293,92.293,88.191,90.259,618561,0.0,0.0
1027881000000000000,AMBUJACEM,Ambuja Cements Limited,15.061,15.061,14.317,14.447,451492,0.0,0.0
1027967400000000000,AMBUJACEM,Ambuja Cements Limited,14.075,14.645,14.075,14.248,899820,0.0,0.0
1027967400000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,972108,0.0,0.0
1027967400000000000,ACC,ACC Limited,90.159,91.992,88.792,89.325,760305,0.0,0.0
1028053800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,961513,0.0,0.0
1028053800000000000,AMBUJACEM,Ambuja Cements Limited,14.081,14.472,14.025,14.062,732465,0.0,0.0
1028053800000000000,ACC,ACC Limited,87.758,89.358,86.224,88.525,521095,0.0,0.0
1028140200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.01,-0.009,-0.009,953331,0.0,0.0
1028140200000000000,AMBUJACEM,Ambuja Cements Limited,14.397,14.397,13.826,14.019,724072,0.0,0.0
1028140200000000000,ACC,ACC Limited,88.825,89.892,86.958,87.258,219736,0.0,0.0
1028226600000000000,ACC,ACC Limited,86.724,90.859,86.157,90.359,694319,0.0,0.0
1028226600000000000,AMBUJACEM,Ambuja Cements Limited,13.926,14.006,13.746,13.882,465982,0.0,0.0
1028226600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,939461,0.0,0.0
1028485800000000000,AMBUJACEM,Ambuja Cements Limited,13.901,14.068,13.491,13.622,1924500,0.0,0.0
1028485800000000000,ACC,ACC Limited,90.359,93.026,90.025,92.559,1575370,0.0,0.0
1028485800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,982116,0.0,0.0
1028572200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,971195,0.0,0.0
1028572200000000000,AMBUJACEM,Ambuja Cements Limited,13.814,13.944,13.535,13.833,1673670,0.0,0.0
1028572200000000000,ACC,ACC Limited,91.992,92.859,89.792,92.126,453280,0.0,0.0
1028658600000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,966576,0.0,0.0
1028658600000000000,ACC,ACC Limited,93.426,93.893,91.492,91.826,298970,0.0,0.0
1028658600000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.23,13.82,14.037,893827,0.0,0.0
1028745000000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,971443,0.0,0.0
1028745000000000000,ACC,ACC Limited,94.96,94.96,89.859,90.025,318460,0.0,0.0
1028745000000000000,AMBUJACEM,Ambuja Cements Limited,14.149,14.149,13.653,13.783,304387,0.0,0.0
1028831400000000000,AMBUJACEM,Ambuja Cements Limited,13.708,14.025,13.572,13.795,455310,0.0,0.0
1028831400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,918884,0.0,0.0
1028831400000000000,ACC,ACC Limited,89.192,90.892,87.558,89.792,449655,0.0,0.0
1029090600000000000,AMBUJACEM,Ambuja Cements Limited,14.143,14.143,13.739,13.808,239220,0.0,0.0
1029090600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,489590,0.0,0.0
1029090600000000000,ACC,ACC Limited,89.759,91.626,89.558,90.959,313294,0.0,0.0
1029177000000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.068,13.82,13.901,232672,0.0,0.0
1029177000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,384772,0.0,0.0
1029177000000000000,ACC,ACC Limited,92.693,92.693,90.392,90.892,294362,0.0,0.0
1029263400000000000,ACC,ACC Limited,90.459,91.292,90.059,90.925,157429,0.0,0.0
1029263400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,482452,0.0,0.0
1029263400000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.068,13.534,13.823,532372,0.267,0.0
1029349800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,0,0.0,0.0
1029349800000000000,ACC,ACC Limited,90.925,90.925,90.925,90.925,0,0.0,0.0
1029349800000000000,AMBUJACEM,Ambuja Cements Limited,13.823,13.823,13.823,13.823,0,0.0,0.0
1029436200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,520671,0.0,0.0
1029436200000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.068,13.786,13.811,960517,0.0,0.0
1029436200000000000,ACC,ACC Limited,91.692,91.692,89.759,90.892,403135,0.0,0.0
1029695400000000000,AMBUJACEM,Ambuja Cements Limited,13.987,14.012,13.861,13.899,418350,0.0,0.0
1029695400000000000,ACC,ACC Limited,90.692,91.892,90.559,90.892,365293,0.0,0.0
1029695400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,501059,0.0,0.0
1029781800000000000,AMBUJACEM,Ambuja Cements Limited,14.15,14.15,13.691,13.798,1445872,0.0,0.0
1029781800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,507936,0.0,0.0
1029781800000000000,ACC,ACC Limited,91.259,91.592,90.592,91.126,237879,0.0,0.0
1029868200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,507062,0.0,0.0
1029868200000000000,AMBUJACEM,Ambuja Cements Limited,13.742,13.987,13.742,13.823,2020500,0.0,0.0
1029868200000000000,ACC,ACC Limited,90.959,93.893,90.792,92.826,815917,0.0,0.0
1029954600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,495383,0.0,0.0
1029954600000000000,AMBUJACEM,Ambuja Cements Limited,13.899,14.049,13.88,13.899,1757707,0.0,0.0
1029954600000000000,ACC,ACC Limited,93.36,94.193,92.793,93.293,571086,0.0,0.0
1030041000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,519588,0.0,0.0
1030041000000000000,AMBUJACEM,Ambuja Cements Limited,13.936,13.961,13.861,13.88,616222,0.0,0.0
1030041000000000000,ACC,ACC Limited,93.36,93.86,92.426,93.426,330367,0.0,0.0
1030300200000000000,ACC,ACC Limited,93.526,94.793,93.093,93.526,415246,0.0,0.0
1030300200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,552014,0.0,0.0
1030300200000000000,AMBUJACEM,Ambuja Cements Limited,13.918,13.918,13.773,13.798,2135955,0.0,0.0
1030386600000000000,ACC,ACC Limited,93.36,93.76,92.059,92.559,368890,0.0,0.0
1030386600000000000,AMBUJACEM,Ambuja Cements Limited,13.742,13.817,13.66,13.729,619192,0.0,0.0
1030386600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,504152,0.0,0.0
1030473000000000000,AMBUJACEM,Ambuja Cements Limited,13.886,13.886,13.66,13.71,567030,0.0,0.0
1030473000000000000,ACC,ACC Limited,92.026,92.359,90.292,91.426,463241,0.0,0.0
1030473000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,491338,0.0,0.0
1030559400000000000,AMBUJACEM,Ambuja Cements Limited,13.817,13.817,13.647,13.71,592500,0.0,0.0
1030559400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,489146,0.0,0.0
1030559400000000000,ACC,ACC Limited,91.892,92.026,90.825,91.059,368255,0.0,0.0
1030645800000000000,ACC,ACC Limited,91.859,92.426,90.825,92.092,303979,0.0,0.0
1030645800000000000,AMBUJACEM,Ambuja Cements Limited,13.817,13.823,13.597,13.804,1051920,0.0,0.0
1030645800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,488768,0.0,0.0
1030905000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,514408,0.0,0.0
1030905000000000000,AMBUJACEM,Ambuja Cements Limited,13.987,14.489,13.735,14.012,1408425,0.0,0.0
1030905000000000000,ACC,ACC Limited,92.826,93.693,92.293,93.259,249037,0.0,0.0
1030991400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,493035,0.0,0.0
1030991400000000000,AMBUJACEM,Ambuja Cements Limited,14.024,14.024,13.786,13.811,852090,0.0,0.0
1030991400000000000,ACC,ACC Limited,93.726,94.36,92.693,92.926,378633,0.0,0.0
1031077800000000000,ACC,ACC Limited,92.393,93.026,91.559,91.659,350894,0.0,0.0
1031077800000000000,AMBUJACEM,Ambuja Cements Limited,13.899,13.899,13.779,13.823,283560,0.0,0.0
1031077800000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.036,478760,1.5,0.0
1031164200000000000,AMBUJACEM,Ambuja Cements Limited,13.899,14.15,13.591,14.037,1242217,0.0,0.0
1031164200000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.036,492461,0.0,0.0
1031164200000000000,ACC,ACC Limited,93.36,95.594,91.626,94.093,1111490,0.0,0.0
1031250600000000000,AMBUJACEM,Ambuja Cements Limited,14.144,14.219,13.836,13.911,1146577,0.0,0.0
1031250600000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.036,510128,0.0,0.0
1031250600000000000,ACC,ACC Limited,94.026,95.193,91.892,92.293,891811,0.0,0.0
1031509800000000000,AMBUJACEM,Ambuja Cements Limited,13.566,13.961,13.566,13.918,454125,0.0,0.0
1031509800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,488272,0.0,0.0
1031509800000000000,ACC,ACC Limited,93.093,93.193,91.226,92.059,330768,0.0,0.0
1031596200000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.036,0.036,0,0.0,0.0
1031596200000000000,ACC,ACC Limited,92.059,92.059,92.059,92.059,0,0.0,0.0
1031596200000000000,AMBUJACEM,Ambuja Cements Limited,13.918,13.918,13.918,13.918,0,0.0,0.0
1031682600000000000,AMBUJACEM,Ambuja Cements Limited,13.987,14.068,13.936,13.968,546210,0.0,0.0
1031682600000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,564188,0.0,0.0
1031682600000000000,ACC,ACC Limited,92.193,94.893,92.193,94.493,523877,0.0,0.0
1031769000000000000,ACC,ACC Limited,95.593,98.328,93.76,97.761,2199080,0.0,0.0
1031769000000000000,AMBUJACEM,Ambuja Cements Limited,13.987,14.948,13.943,14.816,4144297,0.0,0.0
1031769000000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,504609,0.0,0.0
1031855400000000000,ACC,ACC Limited,96.794,97.694,96.16,96.694,465067,0.0,0.0
1031855400000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.036,0.036,513534,0.0,0.0
1031855400000000000,AMBUJACEM,Ambuja Cements Limited,14.803,15.481,14.608,14.634,820215,0.0,0.0
1032114600000000000,ACC,ACC Limited,97.361,97.894,94.126,95.06,384077,0.0,0.0
1032114600000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,511485,0.0,0.0
1032114600000000000,AMBUJACEM,Ambuja Cements Limited,14.652,14.991,14.407,14.476,522787,0.0,0.0
1032201000000000000,ACC,ACC Limited,95.56,96.694,95.093,95.56,141430,0.0,0.0
1032201000000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,499846,0.0,0.0
1032201000000000000,AMBUJACEM,Ambuja Cements Limited,14.571,14.615,14.464,14.514,185055,0.0,0.0
1032287400000000000,ACC,ACC Limited,95.36,96.027,93.026,93.259,341382,0.0,0.0
1032287400000000000,AMBUJACEM,Ambuja Cements Limited,14.382,14.571,14.382,14.483,310792,0.0,0.0
1032287400000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,506044,0.0,0.0
1032373800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.035,485989,0.0,0.0
1032373800000000000,AMBUJACEM,Ambuja Cements Limited,14.156,14.502,14.156,14.282,312847,0.0,0.0
1032373800000000000,ACC,ACC Limited,93.226,94.026,91.692,92.526,290516,0.0,0.0
1032460200000000000,AMBUJACEM,Ambuja Cements Limited,14.602,14.602,14.024,14.263,503842,0.0,0.0
1032460200000000000,ACC,ACC Limited,91.692,92.993,91.059,92.426,333817,0.0,0.0
1032460200000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.035,0.035,492578,0.0,0.0
1032719400000000000,ACC,ACC Limited,92.759,93.36,91.359,92.493,245350,0.0,0.0
1032719400000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.035,527652,0.0,0.0
1032719400000000000,AMBUJACEM,Ambuja Cements Limited,14.175,14.508,14.118,14.131,430755,0.0,0.0
1032805800000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,568011,0.0,0.0
1032805800000000000,ACC,ACC Limited,91.359,92.259,91.126,91.326,331935,0.0,0.0
1032805800000000000,AMBUJACEM,Ambuja Cements Limited,14.269,14.269,13.848,14.031,290700,0.0,0.0
1032892200000000000,ACC,ACC Limited,90.425,91.292,90.092,90.992,234198,0.0,0.0
1032892200000000000,AMBUJACEM,Ambuja Cements Limited,13.918,14.049,13.861,13.93,330270,0.0,0.0
1032892200000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,528109,0.0,0.0
1032978600000000000,AMBUJACEM,Ambuja Cements Limited,13.911,14.024,13.861,13.886,355065,0.0,0.0
1032978600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,539331,0.0,0.0
1032978600000000000,ACC,ACC Limited,91.092,91.659,90.559,90.992,213214,0.0,0.0
1033065000000000000,ADANIENT,Adani Enterprises Limited,0.031,0.034,0.031,0.034,602772,0.0,0.0
1033065000000000000,ACC,ACC Limited,92.226,93.026,90.959,92.726,323951,0.0,0.0
1033065000000000000,AMBUJACEM,Ambuja Cements Limited,14.049,14.049,13.836,13.911,684300,0.0,0.0
1033324200000000000,ADANIENT,Adani Enterprises Limited,0.031,0.034,0.031,0.033,506827,0.0,0.0
1033324200000000000,AMBUJACEM,Ambuja Cements Limited,13.71,13.936,13.647,13.698,1091782,0.0,0.0
1033324200000000000,ACC,ACC Limited,92.759,92.759,91.359,91.859,233684,0.0,0.0
1033410600000000000,ADANIENT,Adani Enterprises Limited,0.03,0.033,0.03,0.032,517996,0.0,0.0
1033410600000000000,ACC,ACC Limited,91.059,92.459,91.059,92.126,238998,0.0,0.0
1033410600000000000,AMBUJACEM,Ambuja Cements Limited,13.817,13.817,13.484,13.635,943500,0.0,0.0
1033497000000000000,AMBUJACEM,Ambuja Cements Limited,13.635,13.635,13.635,13.635,0,0.0,0.0
1033497000000000000,ACC,ACC Limited,92.126,92.126,92.126,92.126,0,0.0,0.0
1033497000000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.032,0.032,0,0.0,0.0
1033583400000000000,ACC,ACC Limited,91.559,92.759,91.259,91.792,214666,0.0,0.0
1033583400000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,514160,0.0,0.0
1033583400000000000,AMBUJACEM,Ambuja Cements Limited,13.647,13.886,13.566,13.767,745020,0.0,0.0
1033669800000000000,ACC,ACC Limited,91.759,92.526,91.526,92.326,138801,0.0,0.0
1033669800000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.031,496179,0.0,0.0
1033669800000000000,AMBUJACEM,Ambuja Cements Limited,13.817,13.861,13.522,13.66,1164862,0.0,0.0
1033929000000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,497445,0.0,0.0
1033929000000000000,ACC,ACC Limited,92.193,94.693,92.126,94.593,337084,0.0,0.0
1033929000000000000,AMBUJACEM,Ambuja Cements Limited,13.622,13.773,13.622,13.673,1797300,0.0,0.0
1034015400000000000,AMBUJACEM,Ambuja Cements Limited,13.528,13.855,13.528,13.811,851527,0.0,0.0
1034015400000000000,ADANIENT,Adani Enterprises Limited,0.032,0.034,0.032,0.034,519836,0.0,0.0
1034015400000000000,ACC,ACC Limited,94.693,95.36,93.526,93.96,287864,0.0,0.0
1034101800000000000,ADANIENT,Adani Enterprises Limited,0.034,0.035,0.034,0.035,561304,0.0,0.0
1034101800000000000,AMBUJACEM,Ambuja Cements Limited,13.817,13.924,13.742,13.892,546217,0.0,0.0
1034101800000000000,ACC,ACC Limited,94.493,94.526,93.426,93.826,228373,0.0,0.0
1034188200000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.068,13.836,13.93,508042,0.0,0.0
1034188200000000000,ACC,ACC Limited,94.26,94.693,91.826,93.86,208142,0.0,0.0
1034188200000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,502860,0.0,0.0
1034274600000000000,ACC,ACC Limited,95.36,95.36,92.726,94.026,206005,0.0,0.0
1034274600000000000,AMBUJACEM,Ambuja Cements Limited,14.068,14.206,13.823,14.15,481935,0.0,0.0
1034274600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.035,0.034,0.035,556829,0.0,0.0
1034533800000000000,AMBUJACEM,Ambuja Cements Limited,14.489,14.489,14.175,14.2,376177,0.0,0.0
1034533800000000000,ACC,ACC Limited,94.527,96.16,94.527,95.36,319549,0.0,0.0
1034533800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.034,0.034,493752,0.0,0.0
1034620200000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,0,0.0,0.0
1034620200000000000,ACC,ACC Limited,95.36,95.36,95.36,95.36,0,0.0,0.0
1034620200000000000,AMBUJACEM,Ambuja Cements Limited,14.2,14.2,14.2,14.2,0,0.0,0.0
1034706600000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.034,0.034,497797,0.0,0.0
1034706600000000000,AMBUJACEM,Ambuja Cements Limited,14.238,14.464,14.112,14.188,1161375,0.0,0.0
1034706600000000000,ACC,ACC Limited,96.36,96.994,95.794,96.36,651961,0.0,0.0
1034793000000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,505365,0.0,0.0
1034793000000000000,AMBUJACEM,Ambuja Cements Limited,14.276,14.276,13.987,14.062,515805,0.0,0.0
1034793000000000000,ACC,ACC Limited,96.027,96.627,95.227,95.727,240449,0.0,0.0
1034879400000000000,AMBUJACEM,Ambuja Cements Limited,14.093,14.276,14.068,14.1,397492,0.0,0.0
1034879400000000000,ACC,ACC Limited,96.694,97.661,95.694,96.894,517791,0.0,0.0
1034879400000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,496297,0.0,0.0
1035138600000000000,ACC,ACC Limited,97.361,97.694,96.094,96.394,359599,0.0,0.0
1035138600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,497471,0.0,0.0
1035138600000000000,AMBUJACEM,Ambuja Cements Limited,14.087,14.319,13.647,14.232,182257,0.0,0.0
1035225000000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,503017,0.0,0.0
1035225000000000000,ACC,ACC Limited,96.694,97.027,92.959,93.326,396130,0.0,0.0
1035225000000000000,AMBUJACEM,Ambuja Cements Limited,13.899,14.476,13.861,14.024,323407,0.0,0.0
1035311400000000000,AMBUJACEM,Ambuja Cements Limited,14.137,14.137,13.861,13.918,306352,0.0,0.0
1035311400000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,512477,0.0,0.0
1035311400000000000,ACC,ACC Limited,93.36,93.96,91.526,91.759,531664,0.0,0.0
1035397800000000000,ACC,ACC Limited,92.459,92.693,91.359,91.626,349402,0.0,0.0
1035397800000000000,ADANIENT,Adani Enterprises Limited,0.033,0.033,0.031,0.033,623754,0.0,0.0
1035397800000000000,AMBUJACEM,Ambuja Cements Limited,13.899,14.125,13.817,13.892,200385,0.0,0.0
1035484200000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.032,565910,0.0,0.0
1035484200000000000,ACC,ACC Limited,91.859,91.859,89.692,90.292,264930,0.0,0.0
1035484200000000000,AMBUJACEM,Ambuja Cements Limited,13.987,14.112,13.359,13.509,1335150,0.0,0.0
1035743400000000000,AMBUJACEM,Ambuja Cements Limited,13.403,13.855,13.019,13.107,638692,0.0,0.0
1035743400000000000,ADANIENT,Adani Enterprises Limited,0.031,0.031,0.03,0.031,515635,0.0,0.0
1035743400000000000,ACC,ACC Limited,93.36,93.46,86.324,87.024,669608,0.0,0.0
1035829800000000000,ACC,ACC Limited,89.225,102.762,86.558,89.158,703175,0.0,0.0
1035829800000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,493687,0.0,0.0
1035829800000000000,AMBUJACEM,Ambuja Cements Limited,13.484,13.484,13.019,13.151,663480,0.0,0.0
1035916200000000000,ACC,ACC Limited,89.558,90.192,87.091,87.825,319017,0.0,0.0
1035916200000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.032,516183,0.0,0.0
